Timestamp start: 1715963773181
Timestamp end: 1715964553701

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      494.0  1060.5   109.4   177.7   200.3   393.2   485.1   540.1   579.4   622.1   672.2   745.9  2240.9 12675.0 37013.6  13910.1    13840
read      391.5   434.6    93.8   165.2   184.7   331.0   414.2   463.6   501.5   547.5   611.9   721.4  1426.5  5356.5 12827.2  93447.9    93419
read      387.2   388.6    93.8   167.4   187.8   335.6   420.3   469.1   505.7   549.4   611.2   722.5  1060.3  3906.9 13530.5  98215.2    98284
read      369.3   326.7    93.8   164.1   182.2   319.5   403.0   454.3   493.2   540.5   600.0   685.3   929.6  3162.4 10715.1  71282.9    71313
read      362.1   228.4   101.3   157.3   174.4   316.5   405.6   465.0   507.5   553.3   603.9   668.3   847.1  2364.0  7890.2  42020.3    42089
read      367.1   305.2   101.3   158.4   175.8   319.3   406.9   464.1   506.6   554.6   608.1   678.1   889.9  2702.3  9618.9  46513.9    46458
read      372.7   404.5   101.3   156.6   173.4   319.0   419.2   479.1   517.4   557.0   601.2   664.2   884.6  4572.0 15107.6  30752.4    30755
read      369.1   341.7    93.8   156.6   173.7   318.5   408.0   467.0   509.9   557.5   609.6   675.7   861.1  3634.7 10363.9  42782.8    42889
read      370.1   364.0    93.8   164.3   183.1   321.4   403.3   452.4   488.3   531.8   587.7   678.8   935.4  3716.9 11702.4  93477.0    93552
read      366.8   287.0   101.3   161.9   179.0   318.4   402.2   455.5   495.9   544.0   602.6   681.0   926.2  2953.5 10015.8  65747.2    65694
read      438.1   510.4   101.3   162.9   182.0   346.9   475.7   545.8   593.7   655.2   760.1   932.9  1297.0  6794.8 15841.3  29711.7    29574
read      371.5   307.9   101.3   157.6   175.1   319.5   408.4   467.8   512.0   562.7   620.7   695.0  1004.8  2510.1  8328.9  51338.5    51355
read      371.1   298.4    93.8   160.2   177.5   320.3   408.1   462.6   503.4   553.0   614.9   700.1   974.6  2545.2  9149.1  67408.2    67361
read      482.2   956.5   101.3   170.7   193.4   399.5   497.8   553.7   595.7   643.6   699.5   788.0  1675.6 11912.7 39191.3  16278.1    16287
read      396.6   498.7   101.3   162.6   181.1   327.5   413.5   466.1   506.9   557.1   622.5   728.0  1622.1  6518.2 18559.6  81378.7    81508
read      371.5   405.8   101.3   163.0   181.5   321.4   404.2   453.9   490.6   535.4   592.9   682.2   921.3  3941.4 16619.1  87763.3    87619
read      380.2   391.3   101.3   165.8   185.7   330.2   414.0   463.3   499.9   543.7   602.6   699.0   998.9  4439.2 13715.6  98941.7    99068
read      369.9   330.3    93.8   158.2   175.9   320.5   406.8   463.8   507.1   557.1   613.4   685.1   886.4  2976.6 11026.8  51188.0    51267
read      485.2  1160.5   109.4   182.2   207.2   386.1   462.4   506.1   538.1   574.8   619.8   689.3  2125.1 15560.5 37045.4  11853.3    11822
read      432.0   682.8    93.8   166.9   188.7   347.9   436.7   490.0   530.4   580.4   648.3   790.0  1716.1  8799.2 31348.8  97374.2    97494
read      369.1   319.7    93.8   163.0   181.8   319.5   400.6   448.7   484.2   527.6   584.1   678.1  1047.9  2994.2 10938.1  97317.5    97350
read      365.0   295.2   101.3   157.1   174.6   317.2   403.5   460.8   504.4   554.6   612.0   684.4   863.8  2186.6 10768.0  55559.1    55460
read      366.2   362.7    93.8   162.4   180.4   316.6   398.2   447.6   484.4   529.2   586.2   673.9   949.8  3531.3 11738.3  85977.2    85984
read      371.7   364.2   101.3   163.0   180.7   318.4   400.6   450.8   488.6   535.0   594.0   685.6  1037.3  3874.5 11548.1  82031.4    82043
read      360.5   282.4    93.8   158.1   175.2   315.2   397.2   452.1   494.7   543.7   598.1   666.6   829.0  2805.5 10440.8  52901.1    52873
read      476.4  1003.2   101.3   178.4   200.4   384.2   471.3   523.0   559.4   600.4   647.4   723.0  1971.2 12521.9 36377.8  13882.1    13911
read      369.4   376.8   101.3   157.6   175.2   315.2   398.9   456.1   499.2   548.5   604.8   679.0  1126.8  2734.2 15392.6  50019.9    49984
read      469.7  1193.8   101.3   183.3   208.1   360.4   423.5   460.3   485.7   513.5   548.4   609.5  2736.9 16180.4 38622.6   9286.3     9274
read      462.2   595.4   101.3   167.4   188.0   363.8   490.8   566.9   633.1   723.6   825.6   954.4  1282.6  9400.3 25539.1  27170.0    27187
read      508.4  1097.3   101.3   172.7   193.6   395.8   506.3   577.6   628.9   682.8   742.4   838.4  1628.9 15307.7 36592.5  18738.2    18735
read      390.7   417.5   101.3   164.0   182.7   326.5   410.7   461.5   499.9   546.6   610.2   722.3  1626.9  4389.2 13166.9  86354.7    86505
read      368.3   365.5   101.3   162.5   180.6   317.2   397.7   445.6   481.1   524.4   582.0   677.1  1052.5  3487.2 14048.0  92896.2    93039
read      366.8   393.6   101.3   161.6   178.9   315.6   395.4   444.5   482.0   528.0   586.0   672.6   941.4  4208.1 13436.7  75925.8    75999
read      356.0   268.2   101.3   155.0   171.7   307.8   401.0   462.3   501.4   540.6   582.3   634.9   806.1  3005.0  9159.9  32321.0    32324
read      368.1   425.2    93.8   162.6   180.4   316.0   397.5   446.3   482.8   527.6   586.0   676.4   969.4  3298.9 19145.9  84334.8    84255
read      370.8   324.2   101.3   164.0   181.9   320.5   403.7   454.2   491.9   538.2   597.5   689.8   993.7  3252.8 10879.5  81723.1    81759
read      360.0   372.4   101.3   154.8   171.4   309.5   398.2   457.1   498.3   541.6   587.6   644.7   808.8  3664.4 15775.9  37281.3    37291
read      356.2   307.9    93.8   157.2   174.2   311.6   393.4   447.2   488.3   535.9   590.1   659.7   819.1  2248.7  9512.2  53852.1    53818
read      396.8   494.7   101.3   157.4   174.8   321.1   429.6   491.9   532.2   576.8   633.0   783.7  1187.6  5887.3 17355.5  30332.4    30297
read      358.4   261.7   101.3   156.0   172.6   312.2   407.0   468.1   506.9   546.3   589.6   643.4   818.5  2482.6  8449.2  31619.3    31569
read      358.4   312.5    93.8   154.9   171.4   308.5   396.7   456.8   499.8   544.8   592.4   653.1   827.5  2938.3 11297.6  38948.1    38927
read      397.0   767.7   109.4   188.0   208.6   350.1   399.4   426.2   445.4   467.9   501.0   559.8   863.6 11576.7 35726.6  10649.7    10652
read      340.9   196.4    93.8   162.6   180.4   307.2   380.5   424.9   457.7   496.8   546.3   621.2   763.8  1022.2  7562.1  97842.1    98119
read      350.6   229.6   101.3   155.1   172.3   310.9   391.7   448.2   491.3   539.2   590.3   651.4   754.6  1114.1  9132.2  48166.0    48176
read      357.7   282.4    93.8   155.4   172.5   313.7   407.7   469.7   509.4   548.8   590.5   641.3   740.0  2402.5 12317.4  34880.1    34929
read      345.0   205.3   101.3   160.4   176.9   310.6   387.1   434.2   470.4   515.7   570.8   638.0   748.7   998.0  7816.9  69622.2    69735
read      354.9   284.7   101.3   163.8   181.7   330.0   415.8   457.2   482.8   508.6   538.5   579.4   663.8  2818.3 12020.2  20744.5    20753
read      344.4   202.8    93.8   161.3   178.5   308.9   386.2   432.8   467.4   508.4   561.3   634.7   772.1  1008.3  7785.7  84723.8    84642
read      345.6   224.2    93.8   154.0   170.8   308.1   389.1   443.1   483.5   527.9   575.8   633.7   733.8  1212.5  8029.4  42366.8    42333
read      345.6   210.6    93.8   156.3   173.5   314.2   391.3   436.1   470.2   510.6   562.9   633.4   759.7  1051.8  8654.4  61713.9    61587
read      344.4   213.9   101.3   158.5   175.7   309.4   387.4   433.1   467.3   508.3   561.3   636.8   791.0  1062.1  8014.5  77894.2    77998
read      338.9   204.8    93.8   160.7   178.2   304.7   377.8   422.7   456.1   495.3   544.3   618.7   768.8  1038.6  8076.5  97663.2    97625
