Timestamp start: 1715964762037
Timestamp end: 1715965542552

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      354.1   296.2    93.8   159.7   176.8   310.7   389.7   437.2   473.3   517.5   572.1   646.5   843.3  2602.3  9327.8  71240.5    71313
read      354.8   298.5    93.8   153.4   170.1   304.4   385.6   445.1   490.8   539.6   590.8   652.8   822.3  3189.7  9924.4  42028.8    42089
read      361.5   292.4   101.3   155.8   173.3   313.4   394.2   449.8   493.4   543.6   599.0   667.4   901.4  2988.0 10125.9  46506.3    46458
read      357.0   289.1   101.3   155.0   171.5   306.2   404.1   466.6   505.5   543.9   585.2   636.6   830.1  2892.4 11707.6  30703.5    30755
read      360.7   358.1    93.8   155.3   172.3   310.0   391.8   450.2   495.7   545.2   597.7   661.2   824.2  3901.4 12119.1  42993.2    42889
read      356.6   338.8    93.8   163.2   181.4   312.3   389.0   435.6   470.6   512.9   566.7   642.7   822.9  3486.8 12491.6  93529.9    93552
read      356.5   263.3   101.3   160.0   177.2   314.6   393.8   442.0   479.7   526.4   584.6   659.6   843.9  2323.4  8220.2  65759.5    65694
read      420.7   507.2    93.8   159.6   178.0   327.7   450.2   519.3   565.1   621.5   717.2   890.6  1274.6  5918.8 23323.5  29620.2    29574
read      361.5   374.7   101.3   155.9   173.5   311.8   388.6   440.0   483.2   534.1   592.3   663.8   931.8  3881.6 12322.2  51343.2    51355
read      354.4   262.3    93.8   159.9   176.9   312.5   391.0   438.5   475.2   520.2   575.4   646.6   831.1  2597.8  8525.9  67278.1    67361
read      477.2   999.2   101.3   173.9   194.5   377.0   471.7   529.1   571.4   619.6   676.6   760.7  1739.6 13458.6 35306.1  16295.5    16287
read      390.5   417.1   101.3   163.1   181.6   321.1   404.2   456.8   495.6   541.1   600.5   699.5  1715.4  4650.7  9616.3  81413.5    81508
read      357.0   302.8   101.3   162.0   179.7   311.5   389.8   437.7   473.5   516.1   569.9   647.2   864.1  3018.5  9455.7  87699.8    87619
read      350.6   278.6   101.3   162.9   180.9   310.1   385.1   430.0   463.9   504.3   556.4   633.6   811.1  2920.1  8703.3  99146.7    99068
read      364.1   337.9    93.8   157.3   174.7   316.2   394.5   446.8   489.8   540.3   598.0   669.5   929.4  3287.1 11007.3  51402.1    51267
read      461.9  1121.4   109.4   179.5   201.9   368.0   439.5   480.8   510.7   546.4   590.3   660.5  1928.9 16196.7 32487.7  11848.8    11822
read      427.8   852.9    93.8   167.2   188.1   333.6   413.4   463.0   500.4   545.8   608.1   711.3  1722.4 12225.8 32199.3  97465.3    97494
read      351.8   340.9    93.8   160.9   178.5   307.4   381.5   426.7   460.6   501.2   553.4   632.8   847.3  3285.3 13168.4  97577.9    97350
read      352.1   325.6    93.8   155.7   172.8   309.5   383.8   432.1   470.8   520.2   578.3   646.5   807.2  2403.6 12792.3  55548.7    55460
read      356.3   318.4   101.3   159.9   177.4   309.8   388.1   435.8   471.1   513.6   568.8   647.6   912.9  2736.2 11411.6  86213.8    85984
read      356.6   303.3    93.8   159.3   176.7   309.7   389.6   437.7   473.3   516.2   570.8   649.3   941.7  2897.2  8716.1  81963.1    82043
read      351.0   355.4    93.8   154.6   171.5   307.4   381.9   430.9   469.9   518.4   574.9   640.5   798.7  2627.7 12047.2  52815.9    52873
read      459.8  1009.4   101.3   175.4   196.4   367.1   453.2   501.6   535.5   573.3   617.9   684.3  1840.5 13134.0 32316.7  13962.1    13911
read      369.0   427.1    93.8   155.7   173.0   310.7   388.3   441.4   485.3   537.0   595.1   678.2  1316.7  3330.2 15089.2  49879.4    49984
read      461.8  1245.9   101.3   183.0   204.9   349.6   410.2   445.1   468.7   496.6   531.5   588.5  2753.5 23434.1 37077.2   9280.0     9274
read      459.4   829.4   101.3   163.7   183.1   346.7   476.7   548.1   607.2   684.0   778.2   900.3  1268.0 11802.5 35917.5  27183.8    27187
read      475.3   956.4   101.3   169.8   190.4   379.4   484.6   549.7   598.5   648.9   707.0   792.9  1385.1 13355.1 32218.6  18723.7    18735
read      398.1   464.0    93.8   163.5   182.4   323.5   406.5   459.6   499.5   546.8   610.7   724.9  1745.0  4719.4 15298.7  86438.5    86505
read      355.9   316.4    93.8   162.1   179.8   310.0   386.5   434.0   469.0   511.1   566.4   647.3   900.4  2878.6 10565.1  92921.3    93039
read      348.2   307.0    93.8   158.4   175.4   305.1   382.4   428.9   463.6   505.3   557.4   630.5   800.6  3081.9 10112.7  75955.0    75999
read      346.4   273.8    93.8   153.1   169.4   299.2   388.0   447.0   487.0   526.9   568.6   621.5   748.9  2902.5  8991.9  32280.0    32324
read      359.7   396.6   101.3   161.5   178.8   312.1   391.1   438.9   474.0   516.8   571.4   649.0   868.9  3736.7 17999.3  84269.7    84255
read      353.9   319.0    93.8   160.4   177.4   309.0   388.5   436.5   472.5   515.7   568.6   641.6   805.6  3444.9 11012.5  81666.3    81759
read      356.2   339.1   101.3   154.3   171.1   306.7   391.6   451.6   494.9   539.7   587.2   642.9   799.0  3082.0 12087.4  37256.3    37291
read      353.5   324.1   101.3   156.7   174.0   310.9   385.7   433.7   472.9   521.6   578.3   645.9   800.6  2997.1 12483.4  53875.7    53818
read      414.6   574.7    93.8   160.1   177.9   323.4   440.3   507.6   552.2   610.8   708.1   865.5  1194.7  8419.9 30507.2  30279.0    30297
read      353.0   323.3   101.3   153.3   169.6   298.9   391.4   452.1   491.4   530.1   572.2   629.4   918.7  3602.0 11386.5  31524.8    31569
read      342.6   321.2    93.8   151.1   166.9   295.2   375.5   434.6   478.8   524.0   570.5   627.2   748.9  2431.6 11706.7  38832.5    38927
read      396.4   779.8   101.3   184.0   204.5   347.2   397.0   424.7   444.8   468.8   502.2   556.0  1119.8 10760.9 31668.8  10651.9    10652
read      346.7   208.8    93.8   163.8   182.0   312.2   387.5   432.4   466.1   506.0   556.7   630.8   779.7  1060.2  8298.0  98122.1    98119
read      355.6   242.3   101.3   157.5   175.0   317.9   398.9   453.9   495.7   542.5   593.5   656.1   769.7  1171.9  8604.2  48144.6    48176
read      360.6   340.4    93.8   156.8   174.2   316.3   407.6   468.6   508.3   548.6   591.8   644.1   747.9  2513.2 11835.2  34852.5    34929
read      352.4   217.0    93.8   161.6   178.7   317.0   397.9   446.9   483.4   526.8   579.0   646.6   776.6  1052.8  8504.8  69769.2    69735
read      366.3   353.0   101.3   165.0   183.7   336.9   428.9   471.6   497.5   524.6   553.9   594.0   685.9  3246.7 15098.6  20860.7    20753
read      348.6   208.1   101.3   162.1   179.4   312.4   391.8   439.8   475.2   517.5   570.2   641.1   782.1  1028.5  7414.5  84526.4    84642
read      354.4   243.8    93.8   156.7   174.2   314.5   396.6   455.1   498.7   545.1   594.1   650.9   747.5  1042.3  9938.0  42317.9    42333
read      354.8   255.3    93.8   160.1   177.6   319.4   398.7   448.3   485.6   530.3   582.9   649.8   774.2  1155.5 11587.6  61678.1    61587
read      351.5   205.4    93.8   159.7   177.4   315.1   396.2   445.0   480.8   523.9   577.9   653.5   797.4  1084.1  7594.0  78084.2    77998
read      345.7   221.7    93.8   161.2   179.6   311.4   386.9   432.0   465.4   505.1   555.7   631.1   785.8  1081.5  8660.6  97576.2    97625
