Timestamp start: 1715973106202
Timestamp end: 1715973886828

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      449.0   914.4   101.3   163.1   181.8   352.8   460.7   517.8   559.9   614.3   695.8   823.5  1233.4 14370.6 32186.3  23111.2    22964
read      485.0  1467.0   118.1   185.1   210.5   352.9   409.5   441.3   463.8   489.0   519.4   577.7  3626.6 29155.4 40421.8   8145.2     8172
read      487.0  1106.8   101.3   160.4   179.3   339.1   461.2   525.8   572.3   630.4   740.3   927.4  2539.5 13523.2 38669.6  27667.5    27652
read      371.7   264.2   101.3   155.7   173.2   317.5   409.5   471.0   514.7   561.4   614.2   689.7  1135.2  2121.1  8095.6  37525.8    37594
read      474.7   807.6   101.3   163.6   183.1   363.0   481.2   545.0   600.2   675.9   775.4   917.4  2082.5 10417.3 36214.8  24346.8    24367
read      479.0   968.2   101.3   160.3   178.5   328.0   446.0   521.4   574.5   638.6   781.2  1027.5  2429.3 13534.4 36536.1  33711.0    33771
read      375.9   391.9   101.3   162.2   180.5   321.1   402.5   451.5   488.3   532.7   589.3   677.8  1271.4  4561.4 11050.4  84936.8    84944
read      370.9   311.7    93.8   164.3   182.9   323.8   406.4   457.2   493.9   537.5   593.6   679.0   913.2  3015.7  9795.9  85555.2    85666
read      368.4   220.1   101.3   161.2   178.8   328.6   411.1   464.2   505.5   552.8   608.9   680.1   863.6  2170.8  7946.4  52296.5    51918
read      371.0   387.4    93.8   156.8   174.2   316.6   405.3   463.6   504.2   545.2   591.0   650.2   937.9  5203.4 11102.6  34502.8    34406
read      396.6   514.9   101.3   161.7   179.2   330.7   431.4   488.8   525.7   564.9   611.0   680.8  1306.5  5481.0 28541.9  28815.0    28664
read      373.4   334.4   101.3   158.7   176.3   320.9   409.3   466.5   507.9   552.1   601.9   672.4  1073.2  4049.1 13603.9  38335.2    38289
read      368.5   351.8   109.4   162.3   180.8   338.0   426.5   469.7   497.2   525.7   557.2   603.7   731.4  3730.2 19118.7  20640.8    20658
read      363.1   316.7   118.1   173.2   192.4   350.7   411.6   441.4   461.3   483.9   509.4   548.0   667.4  3642.5 10049.1  13842.5    13840
read      375.0   273.2   101.3   166.5   186.2   330.7   412.0   461.1   498.1   541.5   597.3   685.0   988.2  2861.6  9563.2  93395.0    93419
read      356.4   201.9   101.3   165.3   184.7   321.6   398.7   445.5   480.3   520.9   572.7   649.7   814.8  1145.3  7877.7  98341.0    98284
read      357.2   189.8   101.3   162.5   180.1   323.3   405.8   454.7   491.0   534.1   587.3   658.5   790.5  1137.5  4378.6  71294.2    71313
read      361.2   225.2   101.3   158.5   176.2   325.1   409.2   464.2   505.2   549.9   600.0   660.5   765.0  1105.8  9529.3  42146.8    42089
read      357.4   214.2   101.3   157.2   174.9   322.6   403.8   456.4   496.0   540.6   593.0   657.5   771.6  1268.3  6830.0  46432.0    46458
read      354.4   269.5   101.3   155.9   172.6   314.7   408.0   464.1   501.3   538.4   579.7   630.1   727.6  2142.7 10946.1  30775.2    30755
read      365.2   252.8   101.3   158.9   176.5   327.7   411.9   466.1   506.1   550.5   602.6   665.8   789.2  2224.0  8020.8  42854.5    42889
read      365.7   251.3   101.3   164.8   184.1   326.6   405.2   453.2   488.8   531.4   585.8   671.6   869.0  2294.6  7784.7  93516.2    93552
read      366.4   275.6   101.3   162.1   179.6   326.4   409.4   459.3   496.3   539.4   592.7   667.5   852.4  2556.0 10748.3  65651.5    65694
read      385.9   444.9   101.3   158.1   175.4   322.4   423.5   483.1   521.8   562.3   611.6   697.8  1168.6  6140.8 19169.9  29683.2    29574
read      383.5   345.2   101.3   162.6   180.5   334.2   418.4   471.1   512.7   560.9   618.3   697.9  1214.5  2984.9 10505.2  51543.0    51355
read      363.3   274.4   101.3   161.7   179.1   324.4   406.9   455.5   492.1   535.6   589.3   663.9   830.6  2431.1  9900.6  67578.0    67361
read      420.0   683.2   109.4   174.5   193.8   365.8   444.0   485.6   515.1   552.4   613.6   727.2  1163.0  7903.8 31323.5  16238.0    16287
read      398.0   440.4   101.3   166.4   186.3   334.4   418.6   469.1   507.2   552.9   615.9   720.6  1599.1  5477.0 16411.1  81417.2    81508
read      372.1   252.4   101.3   166.5   185.8   329.8   412.7   461.5   498.5   542.4   598.6   684.1   918.4  2524.7  8050.1  87670.0    87619
read      388.5   365.4   101.3   169.4   190.4   340.6   423.7   472.6   509.0   553.2   611.0   708.9  1024.6  3825.7 13275.7  98904.0    99068
read      364.8   253.5    93.8   160.8   178.3   325.7   406.2   457.1   496.3   541.5   595.2   665.7   839.7  2379.4  8245.6  51273.8    51267
read      407.8   631.8   118.1   181.4   201.8   364.9   428.2   465.8   495.6   533.2   584.4   655.3   888.1  7156.5 28731.9  11800.8    11822
read      447.6   773.5   101.3   173.7   197.2   360.8   441.7   494.8   537.8   591.9   667.4   784.5  1614.4  9605.6 32066.1  97237.5    97494
read      362.5   249.1   101.3   164.9   184.3   325.2   402.4   449.7   485.0   527.9   582.3   665.2   850.4  1685.3  8012.0  97772.5    97350
read      377.0   313.2   101.3   163.0   181.3   336.3   423.0   475.4   515.4   561.4   616.8   689.1   867.5  2678.2  7626.7  55624.2    55460
read      362.6   217.4   101.3   162.8   181.3   324.0   404.0   452.3   488.1   531.6   587.2   670.9   857.2  2469.6  5833.1  85956.2    85984
read      362.7   253.7   101.3   162.3   180.5   321.4   402.9   452.3   488.4   531.2   585.6   668.8   864.8  2335.0  8149.3  81994.2    82043
read      363.7   224.1   101.3   161.1   178.5   326.6   407.1   458.5   497.3   542.7   597.5   667.3   838.9  1911.2  5523.7  52787.2    52873
read      375.5   318.1   109.4   174.7   193.8   351.8   413.7   445.9   467.7   494.4   530.0   598.7   856.1  4509.6 10431.0  13915.0    13911
read      382.8   388.6   101.3   161.4   179.1   326.9   408.7   462.5   504.1   554.0   613.6   693.0  1359.5  3743.1 12433.4  50126.0    49984
read      409.7   778.6   118.1   186.1   209.6   353.7   406.0   439.5   465.6   497.4   537.3   595.1  1023.2  9078.0 32173.8   9318.2     9274
read      425.2   538.1   101.3   164.7   183.2   342.2   454.3   517.1   559.7   612.2   703.4   899.2  1274.2  5673.8 30503.3  27179.5    27187
read      439.3   648.6   101.3   172.9   192.0   370.1   467.2   519.4   559.6   616.8   696.4   807.6  1132.1  7769.5 31806.0  18726.2    18735
read      431.1   577.2   101.3   170.7   191.9   346.9   433.0   485.8   527.0   578.2   644.6   773.9  2096.0  6716.2 28886.0  86528.0    86505
read      365.3   305.3   101.3   165.2   184.4   324.2   403.2   451.7   486.7   528.7   582.7   664.6   855.7  3339.2  8706.8  93016.0    93039
read      365.2   272.0   101.3   162.6   180.5   322.6   404.5   454.8   491.9   536.7   592.9   674.8   870.2  2548.2  7974.0  75746.8    75999
read      358.9   273.6    93.8   155.8   173.1   315.1   409.5   467.0   505.4   544.6   587.8   641.2   778.1  2063.4 10952.1  32215.0    32324
read      371.6   301.4   101.3   164.4   183.2   327.7   409.3   458.9   496.1   540.6   597.8   682.5   906.2  2911.2 11254.7  84426.8    84255
read      379.9   328.0   101.3   164.5   183.5   333.2   419.3   469.2   507.2   552.2   611.9   703.6   945.3  3261.7 11392.0  81507.0    81759
read      367.8   294.6   101.3   156.4   174.0   321.6   410.5   469.4   511.4   555.8   605.5   670.2   842.4  2937.6  9194.9  37431.2    37291
read      364.0   248.1   101.3   160.2   177.7   325.4   408.0   460.1   498.7   543.4   597.2   668.3   821.4  2057.8  8063.7  53752.0    53818
read      376.0   389.4    93.8   157.0   174.2   317.8   415.3   473.4   512.6   550.3   597.4   669.1  1088.1  5234.8 11938.5  30406.0    30297
read      351.7   262.4    93.8   154.4   171.3   309.7   400.7   458.2   495.8   533.2   573.6   626.4   734.2  2557.6  9538.5  31759.8    31569
read      361.9   329.5   101.3   155.4   172.2   315.1   402.6   460.0   500.9   543.7   590.8   652.9   812.9  3137.5 10755.2  38877.8    38927
read      490.9  1481.5   109.4   182.5   205.6   365.0   425.0   463.4   493.6   529.8   577.1   649.8  3127.4 24900.9 56390.2  10679.8    10652
read      429.6   642.1   101.3   170.1   192.7   353.1   437.1   489.3   529.1   579.3   650.3   786.1  1703.7  8880.6 30702.8  97983.2    98119
read      379.7   342.1    93.8   159.8   177.8   330.0   414.0   468.4   509.2   558.7   616.1   692.6  1098.3  3931.3 11480.1  48186.0    48176
read      361.4   294.5   101.3   156.9   174.0   315.4   404.5   465.0   505.7   546.9   592.6   649.1   799.7  2841.5 13098.8  34843.5    34929
read      374.2   421.4   101.3   161.1   178.6   325.6   408.9   458.8   496.6   541.0   597.4   679.3   945.5  3489.2 14970.9  69820.0    69735
read      432.7   645.3   101.3   166.7   186.3   361.4   464.0   518.7   558.8   614.3   696.0   817.0  1093.3 10386.9 31391.2  20730.0    20753
read      466.4   640.6   101.3   170.5   192.4   359.4   449.7   508.0   555.8   618.2   704.7   945.5  2020.5  8552.9 29053.1  84401.0    84642
read      371.8   488.9   101.3   156.9   174.7   320.4   402.8   458.1   500.3   546.0   598.7   664.8   836.5  6076.2 23939.7  42281.2    42333
read      372.1   365.7   101.3   160.8   178.3   327.9   411.2   461.3   499.4   543.7   599.0   674.1   904.9  3461.5 11233.7  61594.0    61587
read      371.2   339.8    93.8   160.7   178.7   324.8   409.3   460.7   499.4   545.2   603.1   688.8   930.2  2801.6  9437.9  78092.8    77998
read      376.1   514.7   101.3   164.1   183.7   327.4   404.1   451.7   487.3   530.6   586.9   676.5   910.7  4487.3 27847.7  97588.5    97625
read      465.5   737.1   101.3   165.5   185.0   365.3   481.9   546.7   600.6   680.6   783.6   920.1  1434.6 11322.6 31104.2  23709.5    23781
read      419.4   498.9   101.3   164.4   183.8   339.6   427.8   482.9   525.8   577.4   642.3   777.5  1846.9  6524.7 18495.1  66716.2    66723
read      364.3   260.2   101.3   157.2   174.5   322.8   415.8   472.3   512.2   551.2   595.2   652.5   806.1  2284.5 10382.1  30925.8    31016
read      367.9   322.3   101.3   158.0   175.7   325.5   408.3   461.2   500.6   545.0   597.9   667.7   866.1  2698.1 10686.2  47359.0    47394
read      374.5   380.4   101.3   163.3   182.9   327.4   406.5   454.0   489.3   532.1   588.0   679.4   958.5  4010.5 12767.1  95273.5    95335
read      418.9  1020.7   118.1   204.2   228.6   322.7   355.3   373.7   390.4   409.4   438.8   525.8  2692.3 14683.4 31613.4   5335.5     5252
read      463.1   537.2   101.3   168.8   189.7   349.6   443.7   506.8   557.8   622.7   725.1  1284.8  2199.2  4916.1 16593.7  65636.2    65908
read      420.2   579.7   101.3   171.6   191.0   365.0   447.3   489.8   520.0   556.4   616.7   731.5  1460.5  7473.2 25307.7  17004.2    16889
read      428.0   559.1   101.3   161.7   180.3   330.0   426.5   494.2   546.1   606.3   690.2   998.3  1601.9  6714.1 28876.0  42774.5    42912
read      373.1   319.4    93.8   166.7   187.2   330.5   409.0   456.4   491.5   533.8   588.4   676.1   917.1  3107.5  8102.0  99656.0    99898
read      423.1   698.8   101.3   161.6   179.5   335.3   444.1   505.1   544.2   590.2   669.2   853.2  1259.9  9801.5 32418.7  26532.8    26385
read      479.4   850.2   101.3   166.9   187.1   376.2   497.5   569.4   632.4   706.9   788.6   900.3  1371.5 11041.6 33576.7  22443.8    22616
read      409.9   506.1   101.3   160.5   178.4   324.6   411.4   470.4   517.5   573.9   641.6   815.5  1710.7  6466.7 25037.1  50565.5    50605
read      372.1   432.0    93.8   163.6   182.7   325.6   405.7   453.9   489.3   532.4   588.0   673.4   884.2  4379.9 14852.4  90124.0    90283
read      429.1   502.4    93.8   162.8   181.8   347.6   464.0   527.7   573.5   633.7   737.6   901.7  1239.2  5588.1 27340.5  26316.2    26273
read      412.3   557.6   101.3   162.0   180.2   332.8   421.9   479.6   525.0   579.3   643.2   777.8  1652.9  5441.3 29295.9  48515.8    48521
read      362.2   318.4   101.3   154.7   172.2   315.5   404.0   465.2   505.3   546.6   591.8   649.8   836.5  3180.6 10029.7  33970.0    34058
read      380.4   418.4    93.8   163.4   182.0   330.3   415.4   466.1   504.7   549.3   607.1   690.7   960.9  3673.9 18204.9  75496.2    75648
read      447.3   678.1   101.3   167.3   187.2   370.2   470.1   525.6   569.0   627.8   706.5   816.4  1309.7  9644.7 28745.9  19603.0    19482
read      498.7  1104.2   101.3   171.7   193.1   382.7   474.8   533.4   577.1   625.1   682.4   779.5  2719.9 15177.6 35081.2  15086.5    15054
read      423.1   524.0    93.8   164.8   184.3   338.7   427.3   482.6   525.4   578.3   649.5   806.1  1855.3  4680.8 18512.2  75810.2    75754
read      411.6   953.1   118.1   197.3   225.7   327.3   363.6   384.1   399.5   420.4   450.0   508.5  2666.3 14023.3 32435.8   5183.5     5187
read      475.3   716.4   109.4   173.8   194.5   393.5   503.7   573.6   622.3   674.9   737.0   831.1  1526.9 10846.5 30679.1  17658.5    17656
read      413.9   558.3   101.3   171.5   193.3   345.8   427.1   476.3   514.4   560.6   622.6   727.2  1507.2  8084.5 28008.3  96110.5    96343
read      361.7   292.0   101.3   155.5   172.8   314.6   401.9   461.3   504.4   548.3   594.6   655.4   847.7  2817.4  8689.1  36554.0    36665
read      363.1   283.8    93.8   162.8   180.7   319.8   400.1   448.8   485.1   528.1   583.8   667.5   880.6  2800.9  8422.0  85225.2    85269
read      360.2   334.4   101.3   156.0   173.2   310.3   405.3   465.7   506.2   544.8   586.9   638.4   797.3  3267.7 12175.2  31612.5    31525
read      371.9   385.2   101.3   161.4   178.6   325.8   408.1   458.8   498.0   543.8   599.1   672.0   877.8  4288.4 12602.6  61592.8    61798
read      437.3   895.5   109.4   181.4   201.9   368.4   437.9   480.2   512.6   553.6   603.6   681.2  1093.3 12158.5 39032.5  12291.0    12253
read      505.8  1237.8   101.3   166.7   186.7   356.0   477.3   542.0   593.8   672.6   793.8   950.7  2102.0 19286.6 46700.2  25575.0    25710
read      412.4   593.0   101.3   167.4   186.8   339.0   424.7   476.0   515.2   563.8   627.7   729.8  1696.3  7687.9 29546.9  80093.5    79937
read      420.8  1109.8   118.1   190.7   213.3   336.2   377.4   401.3   421.4   445.6   478.8   539.0  2363.4 23943.6 32380.3   7240.2     7271
read      426.7   504.6    93.8   167.6   188.5   345.2   431.0   485.9   528.3   581.7   653.5   794.4  1881.0  6778.4 14451.6  85497.2    85861
read      380.8   409.3   101.3   165.5   185.5   332.4   414.1   464.0   501.1   544.8   601.9   689.4   942.8  3813.7 11004.9  91454.0    91467
read      384.5   403.6    93.8   163.0   181.3   329.6   416.6   468.4   507.5   553.5   612.7   701.1  1143.9  4442.6 12416.5  72181.2    72217
read      366.5   385.9   101.3   157.0   174.1   316.2   414.3   473.3   511.4   549.2   591.0   646.3   792.6  3765.2 12529.5  31056.2    31080
read      380.3   444.9    93.8   162.9   181.3   326.9   412.8   464.9   503.4   548.1   605.5   691.7  1020.4  4870.3 23112.1  76984.5    76878
read      376.8   308.1   101.3   163.1   181.6   325.4   408.5   459.6   497.7   543.3   604.3   696.8  1141.7  3666.7  8066.5  84757.2    84584
read      423.1   732.7   109.4   176.8   197.9   361.5   430.2   470.4   500.8   537.7   585.2   652.6  1162.0 10977.3 35168.0  12425.5    12492
read      380.2   394.0   101.3   159.9   177.4   319.8   401.8   456.0   497.3   547.2   610.0   698.9  1415.1  3647.0 14517.4  56943.8    57106
read      371.5   352.4   101.3   164.5   184.3   327.7   405.7   452.5   487.9   531.2   587.5   677.1   897.1  4420.0 10314.3  96193.0    96245
read      420.7  1066.8   109.4   184.6   210.0   326.3   366.6   390.2   407.0   429.9   462.7   524.0  2798.7 15572.0 36822.7   6934.5     6791
read      429.0   535.2   101.3   165.9   186.8   345.5   430.6   485.1   528.3   582.0   656.2   811.3  1857.3  8251.5 19646.2  90596.0    90728
read      434.5  1231.2   118.1   197.4   223.7   326.9   362.2   382.8   398.5   419.4   448.1   507.7  2784.8 19754.9 36464.3   5238.0     5151
read      457.2   584.7   101.3   167.9   189.4   351.8   441.9   501.5   548.5   608.4   691.0  1049.4  2013.8  6876.0 25756.9  82742.5    82969
read      360.6   356.8   101.3   155.7   173.1   313.7   394.8   452.1   496.4   544.4   596.2   657.9   777.8  3169.8 13502.6  42683.8    42635
read      388.3   370.5    93.8   170.0   190.7   337.5   419.1   467.3   503.9   548.2   606.8   706.2  1159.7  3417.7 12775.1  99558.0    99337
read      371.9   415.4   101.3   166.9   186.4   327.3   408.5   458.2   494.6   537.2   591.1   678.3   958.3  2603.1  7707.6  95051.8    95192
read      366.8   362.0   101.3   161.9   179.2   319.7   401.2   450.7   489.2   535.8   592.8   671.2   916.3  3008.5 14492.7  69552.5    69200
read      367.3   301.8   101.3   158.8   176.3   320.9   402.4   457.7   501.8   551.6   607.9   675.9   865.8  2730.1 10333.9  49540.8    49459
read      420.6   430.8   101.3   162.4   181.3   338.9   460.7   525.5   573.4   632.6   733.5   892.4  1192.3  6523.1 11053.0  29101.8    29055
read      378.3   330.4   101.3   161.4   178.8   320.8   401.8   453.7   493.7   541.8   602.4   689.3  1542.5  3317.8  8078.1  64273.2    64324
read      447.9  1323.7   109.4   195.4   220.5   323.5   358.3   377.1   392.8   411.5   440.9   502.2  3577.1 23316.6 37414.5   5749.5     5705
read      422.3   588.5   101.3   164.9   183.7   330.7   415.7   469.7   512.8   565.0   634.2   778.3  1885.0  8450.6 20382.8  84359.8    84816
read      432.4   988.4   101.3   164.6   181.9   339.7   447.7   506.9   549.7   607.8   694.2   828.2  1280.7 10927.6 35625.8  23944.0    23714
read      446.6   814.9    93.8   165.0   183.3   325.5   412.0   467.9   512.5   567.8   649.4  1136.7  2256.2 11124.5 26996.7  74297.2    74116
read      453.9  1071.5   101.3   167.8   185.5   352.3   451.5   510.7   560.5   626.0   700.2   800.3  1399.3 11389.7 57923.2  20053.0    19948
read      406.8   535.8   101.3   159.4   177.1   317.9   407.6   472.1   522.2   577.3   641.5   849.6  1519.7  6570.6 30168.9  44104.8    44213
read      441.5   664.9   109.4   169.7   189.1   372.5   472.2   530.4   575.6   631.7   701.3   801.1  1125.1 10111.5 29636.4  19472.8    19454
read      530.3  1700.5   109.4   188.4   214.4   352.2   402.1   432.6   454.7   479.7   513.1   582.3  6611.5 32063.4 41883.3   7217.2     7190
read      395.6   596.4    93.8   159.3   177.5   320.3   403.1   461.5   506.7   558.6   617.7   709.8  1454.2  8023.4 30541.5  47477.2    47657
read      375.2   409.6   101.3   161.2   179.0   329.5   413.1   468.1   511.6   558.6   611.1   676.4   836.1  3846.4 14891.3  44279.8    44399
read      428.9  1173.2   109.4   191.3   214.7   329.8   369.8   392.5   408.8   431.0   462.0   514.8  2660.2 13829.2 38359.9   6453.0     6481
read      458.9  1373.2   127.6   193.8   219.6   329.5   368.4   390.2   404.6   427.8   458.8   522.9  3678.5 29404.1 32257.7   5807.8     5807
read      442.1   955.6   101.3   167.5   187.2   335.2   420.4   472.2   511.0   556.8   618.8   719.8  1786.1 13455.9 34080.2  83040.0    83137
read      440.1  1135.1   118.1   187.3   207.9   349.6   401.2   432.2   456.8   486.6   526.9   592.4  2187.6 14500.3 37333.8   9647.8     9580
read      421.4   525.6   101.3   161.2   179.6   328.2   436.5   508.3   556.3   611.5   688.0   934.9  1413.1  6917.9 30130.3  37278.2    37385
read      358.0   294.4   101.3   154.7   171.2   308.1   401.8   464.7   509.3   549.5   591.4   642.8   786.9  2988.0  7755.2  33868.8    33706
read      359.0   280.5   101.3   154.7   171.5   311.3   402.4   464.5   507.4   548.8   594.1   652.7   839.6  2403.2 11898.2  35171.8    35204
read      367.9   264.7   101.3   159.1   177.0   326.3   408.7   462.3   503.4   550.7   605.1   673.8   871.6  2432.5  6897.7  50606.5    50438
read      363.0   277.4    93.8   158.0   175.9   319.1   400.5   455.5   498.7   548.6   603.1   670.1   837.5  1961.0 10563.9  48892.0    48878
read      354.0   318.7    93.8   155.3   172.1   310.4   389.9   445.2   490.4   538.5   589.8   647.0   780.5  2355.8  8762.6  42606.5    42682
read      433.6   586.2   101.3   163.1   182.3   341.1   464.9   531.6   579.4   641.3   743.5   886.3  1169.8  8109.5 28672.9  27348.5    27416
read      369.9   282.2    93.8   161.2   178.6   321.3   401.2   450.7   489.5   536.5   594.8   677.3  1227.4  2851.5  8221.7  64648.5    64424
read      374.7   383.5   101.3   161.8   179.1   325.3   409.1   460.0   499.5   545.2   600.6   677.3   930.1  3739.8 15895.3  64332.0    64364
read      460.3  1447.7   127.6   194.3   219.7   322.7   358.4   377.6   393.1   411.5   440.1   500.9  3078.9 29924.7 32383.6   5564.0     5481
read      510.4  1021.9   101.3   172.5   192.3   368.1   499.9   582.8   654.1   743.8   842.9   979.3  1690.0 13651.1 32343.4  26066.0    26227
read      439.8   372.7   101.3   170.2   189.6   355.1   486.1   557.6   619.1   706.1   807.7   932.2  1188.0  3556.3 12559.6  26515.2    26586
read      433.0   891.2   101.3   166.8   186.8   336.5   420.0   471.4   510.0   555.5   614.5   710.3  1679.4 12076.1 32465.1  86123.0    86286
read      437.4   720.0   101.3   163.1   182.2   346.5   457.0   517.1   560.3   621.6   721.7   860.3  1263.7 11074.7 35839.9  24245.5    24452
read      464.3   624.0   101.3   167.5   187.8   356.2   485.5   566.9   640.4   736.3   836.2   965.3  1268.9 10151.1 29125.5  26936.0    26832
read      455.3   663.4   101.3   163.3   182.2   343.0   471.5   550.5   622.9   725.1   842.1   993.4  1291.1 11039.2 30143.2  29853.8    29795
read      391.5   518.5   101.3   158.4   176.3   321.8   403.8   458.5   501.6   553.8   619.1   736.3  1461.4  4238.7 23609.8  46255.8    46224
read      373.6   392.0   101.3   162.0   180.3   322.4   403.0   451.1   486.9   531.1   588.2   679.0  1063.4  3931.8 10949.0  84922.0    84587
read      369.1   382.5   101.3   161.6   178.8   322.0   402.4   451.5   489.0   534.0   588.7   664.7  1005.6  2783.9 14812.4  63109.8    63389
read      365.4   365.5   101.3   158.4   175.8   321.3   400.5   452.2   492.6   539.3   591.9   659.4   824.7  4170.7 11884.2  46902.2    46953
read      373.6   367.6    93.8   164.6   183.6   325.4   405.8   454.0   489.9   533.3   590.0   680.0   946.4  4170.0 13995.5  90419.2    90536
read      437.0   882.6   118.1   174.0   194.5   362.9   429.7   469.8   502.0   540.7   588.3   661.5  1394.2 12773.8 32514.8  12539.0    12508
read      424.8   503.6   101.3   161.5   179.9   331.1   433.9   504.3   555.2   613.6   699.5   984.1  1458.0  6423.0 16762.7  38378.0    38491
read      385.4   300.4   101.3   168.6   189.5   340.3   422.6   471.3   507.9   551.2   611.5   710.4  1007.8  2784.7 11719.1  97867.2    97806
read      362.8   452.9   109.4   180.8   199.9   344.7   393.7   417.2   432.5   452.4   475.8   516.3   675.1  4942.8 23248.3  11857.8    11813
read      348.3   231.7   101.3   154.5   171.4   308.7   391.1   447.0   489.1   533.3   579.6   635.4   734.2  1619.5  8470.0  39714.2    39665
read      347.1   267.1    93.8   157.5   174.5   311.3   388.1   436.0   474.1   520.7   573.1   634.9   739.1  1180.9 12438.5  53731.0    53571
read      346.7   214.7   101.3   157.9   174.8   313.2   391.8   438.4   473.9   517.5   570.1   635.4   748.1  1085.0  8594.7  63003.5    63215
read      345.2   219.9    93.8   159.3   176.4   310.2   388.8   435.6   470.7   513.2   564.6   635.9   769.3  1023.7  7701.7  78825.5    78767
read      353.4   479.7   118.1   188.4   209.9   332.7   369.2   387.9   399.9   415.4   433.3   466.9   628.0  7028.1 19384.4   8660.2     8615
read      348.9   366.2    93.8   158.4   175.5   312.6   390.2   435.2   470.2   513.9   567.7   637.0   753.5  1143.6 17532.1  67805.0    67903
read      356.9   311.3   101.3   166.9   185.8   342.9   411.4   442.7   463.1   486.3   512.3   548.5   637.9  4056.8 12165.3  16422.2    16398
read      347.9   266.0    93.8   156.7   173.8   312.8   389.1   436.9   474.8   520.7   572.1   635.2   740.9  1201.9 12278.5  53323.8    53434
read      349.2   232.1    93.8   154.4   171.3   311.3   397.1   451.8   491.1   532.3   577.9   634.9   735.2  1191.7  8601.7  37965.8    38068
read      351.4   406.0   118.1   185.5   207.2   333.7   371.8   391.3   403.6   420.4   438.4   472.1   636.9  5172.4 16707.0   9144.2     9130
read      346.8   196.4   101.3   158.7   176.0   314.8   394.2   440.0   474.5   515.5   566.6   634.3   755.6  1014.4  6137.1  69192.8    69227
read      344.8   257.0   101.3   153.4   169.7   305.8   389.0   445.3   484.5   526.0   569.1   621.9   712.5  1774.2 10269.2  37450.5    37496
read      344.8   206.4    93.8   158.6   176.2   310.0   388.3   433.9   467.8   508.8   561.1   637.2   783.4  1033.2  7565.9  84140.8    83925
read      349.2   216.6   101.3   157.0   174.5   316.1   393.8   441.7   479.7   524.5   576.5   638.6   741.6  1010.1  8836.2  51032.2    51037
read      346.5   335.6   101.3   152.9   169.2   306.2   392.5   446.1   483.4   522.6   563.6   617.2   713.1  2643.8 15751.8  33979.5    33690
read      343.9   215.4   101.3   156.2   173.2   312.2   388.6   435.3   471.6   515.0   566.5   629.7   733.0   990.0  7816.3  51516.0    51474
read      343.3   229.0   101.3   157.7   174.8   309.5   387.5   432.9   467.2   507.4   557.4   627.8   751.0  1099.4  8729.0  73677.0    73708
read      341.7   514.7    93.8   161.2   178.8   307.5   381.4   425.5   458.1   497.5   546.1   618.8   758.2  1029.7  7206.5  98407.2    98618
read      347.9   210.1   101.3   160.4   177.9   311.5   391.8   439.3   475.0   517.4   568.4   637.9   776.7  1068.2  7988.8  81848.0    81977
read      343.8   220.9    93.8   161.0   178.4   307.6   383.4   429.0   463.0   503.8   555.8   632.5   788.9  1160.7  8385.6  91752.8    91567
read      353.7   282.1   101.3   157.3   174.8   316.6   397.5   448.7   487.8   531.7   582.1   641.9   744.2  1272.6 11684.8  48274.0    48236
