Timestamp start: 1715974015911
Timestamp end: 1715974796501

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      347.5   188.1    93.8   158.4   175.5   313.5   395.5   443.5   478.7   520.9   574.2   642.4   764.8  1034.6  5824.2  71071.8    71313
read      354.7   211.1   101.3   156.6   174.0   316.8   400.0   457.4   500.5   546.4   594.3   653.8   748.6  1117.9  7914.2  42164.0    42089
read      351.2   205.5   101.3   155.4   172.5   316.7   396.9   448.1   486.7   531.3   583.3   643.6   747.3  1569.6  4705.6  46546.2    46458
read      349.3   217.4    93.8   154.7   171.0   309.4   404.8   463.3   501.4   537.6   576.6   625.8   711.5  1615.3  6820.8  30760.2    30755
read      352.4   196.6   101.3   156.3   173.7   317.8   398.3   451.3   492.0   537.0   585.5   645.8   759.7  1304.9  4343.5  42890.2    42889
read      347.9   247.0   101.3   162.8   180.2   308.8   385.6   432.0   465.7   506.3   558.3   634.6   796.8  2158.6  8810.0  93529.0    93552
read      351.7   456.9   101.3   159.8   176.4   312.8   389.0   435.0   471.1   516.8   572.6   644.0   815.9  2012.7  7808.4  65573.8    65694
read      374.8   443.8   101.3   158.2   175.1   312.6   411.5   471.4   511.3   549.1   593.1   674.7  1082.6  5184.9 15727.4  29752.0    29574
read      362.7   325.3   101.3   158.9   175.7   313.2   390.0   442.1   485.4   537.5   594.7   668.8  1133.5  2560.1 10180.0  51200.8    51355
read      347.5   198.5    93.8   161.5   177.8   311.6   387.0   432.3   468.5   513.9   570.7   640.5   766.3  1877.3  5644.5  67161.5    67361
read      414.3   615.8   109.4   174.9   194.2   359.5   439.3   480.3   507.9   543.9   597.9   707.2  1253.2  8847.1 30537.7  16184.2    16287
read      380.9   600.0    93.8   160.0   177.6   317.3   399.9   449.4   486.8   532.6   591.3   685.9  1411.3  6479.4 14837.1  81235.0    81508
read      356.3   596.0    93.8   161.7   178.8   309.6   388.9   436.3   471.7   514.3   568.8   647.5   850.7  2788.9 10934.3  87705.5    87619
read      358.9   728.5    93.8   160.0   178.4   312.2   388.7   435.6   471.6   515.4   571.9   658.7   887.4  2983.7  7981.6  99033.0    99068
read      360.3   285.2   101.3   158.8   176.1   321.7   400.3   449.3   486.7   532.5   587.8   662.3   833.4  2609.1  9232.8  51403.8    51267
read      408.0   648.0   109.4   176.4   196.9   357.3   419.4   456.2   484.5   519.4   566.1   636.2  1120.6  8824.2 31238.0  11843.2    11822
read      395.2   604.2    93.8   166.0   185.5   325.9   403.6   451.7   488.4   533.8   594.6   700.5  1433.8  8221.2 30660.4  97550.0    97494
read      349.8   303.1   101.3   162.7   180.7   308.0   383.3   429.7   464.4   504.8   555.2   633.1   815.7  2353.2 12256.8  97272.0    97350
read      354.2   367.9   101.3   157.8   174.8   314.1   389.0   434.3   470.2   514.9   571.5   642.7   794.0  2673.4 10209.5  55435.8    55460
read      352.8   669.3   101.3   161.7   179.0   310.0   386.5   433.3   468.6   511.0   564.8   641.1   807.9  2603.5  9428.2  85748.5    85984
read      352.4   447.1   101.3   161.7   178.7   310.2   389.6   437.4   473.1   516.0   570.1   646.7   828.0  2487.6  7586.1  82086.2    82043
read      356.3   206.9    93.8   159.7   177.0   316.3   395.2   446.2   487.5   536.8   593.7   664.0   818.0  1804.3  5504.0  52801.8    52873
read      399.8   687.8   109.4   175.5   195.2   356.5   426.6   464.7   492.0   525.3   574.8   654.7   992.3  6449.1 32155.3  14031.5    13911
read      385.1   459.4    93.8   160.3   177.7   318.9   400.9   457.0   502.4   555.2   616.7   705.8  1412.8  5072.1 16236.9  49849.8    49984
read      406.7   678.3   118.1   193.1   214.9   354.6   409.2   441.3   465.9   496.1   535.4   595.8  1436.6  6892.9 31625.2   9329.5     9274
read      429.2   681.1   101.3   164.0   182.4   334.4   445.7   508.3   550.6   602.9   688.3   871.4  1280.0  8816.8 31197.4  27029.5    27187
read      427.7   712.0   101.3   171.1   190.4   360.1   454.0   504.2   543.0   593.9   667.0   772.1  1052.0  7573.1 36902.3  18679.5    18735
read      433.3   713.0   101.3   170.5   191.2   352.3   440.0   492.5   533.7   586.2   661.9   791.8  1466.8  7896.5 32407.3  86456.5    86505
read      350.5   264.8   101.3   161.9   178.9   308.4   385.9   432.2   466.4   507.2   560.1   640.3   847.3  2648.9  7893.3  92890.2    93039
read      353.2   263.4   101.3   160.8   177.7   311.3   391.8   439.7   475.8   520.1   574.9   650.5   820.6  2423.7 11325.8  76459.8    75999
read      352.9   323.6   101.3   153.6   169.9   305.1   400.5   462.4   503.1   543.0   585.2   637.4   749.9  2586.0 15073.7  32409.8    32324
read      365.0   257.8   101.3   164.1   182.4   319.5   401.4   452.4   490.3   535.5   591.7   676.2   906.1  2568.7  6958.6  84286.5    84255
read      369.4   280.6   101.3   166.1   184.2   320.1   404.3   455.8   494.4   539.8   597.0   684.7   947.3  2929.7  7882.0  81697.5    81759
read      354.9   257.6    93.8   155.6   172.0   306.4   394.3   456.9   502.3   547.7   594.3   653.7   797.6  2820.8  8080.6  37428.0    37291
read      356.9   256.7   101.3   160.4   177.3   318.0   396.7   447.8   488.1   535.1   590.4   657.6   791.7  1595.5 10499.9  53685.2    53818
read      354.5   258.6   101.3   155.2   171.6   305.6   404.9   468.3   507.2   544.3   584.4   635.8   793.7  2607.9  8634.8  30373.2    30297
read      369.5   519.6   101.3   155.7   172.4   305.2   400.8   464.6   505.5   544.0   585.6   637.4   939.9  7043.5 28049.4  31575.0    31569
read      363.2   252.6   101.3   158.2   175.2   314.4   403.6   466.9   512.1   559.0   609.3   672.6   812.2  2774.3  5913.0  38924.2    38927
read      355.2   367.2   118.1   184.5   203.9   342.0   389.2   412.5   428.5   446.8   467.8   502.2   634.3  3673.9 18595.2  10680.0    10652
read      412.0   348.0    93.8   175.1   197.5   358.3   445.0   497.7   537.2   586.2   655.7   779.2  1162.6  3824.1 11822.2  97927.5    98119
read      371.1   335.2   101.3   158.9   176.6   320.7   405.9   463.3   508.0   560.2   618.0   692.2   988.5  1924.4 10224.1  48137.5    48176
read      369.2   325.3   101.3   157.4   174.1   315.6   409.3   471.6   516.4   562.5   611.5   673.8   937.3  2941.9 11150.5  34782.0    34929
read      366.0   340.6   101.3   162.1   179.0   314.6   395.9   446.9   486.5   534.3   593.6   678.4  1042.3  3069.6 11349.6  69539.5    69735
read      488.8  1025.5   101.3   172.5   192.0   373.7   481.2   543.1   594.5   661.0   735.5   844.3  1663.4 14923.7 32017.7  20639.8    20753
read      473.6   655.1   101.3   169.1   189.8   350.0   444.8   503.5   550.4   615.7   723.6  1416.9  2010.0  8486.9 28792.2  84738.2    84642
read      357.9   394.8    93.8   154.5   171.0   308.3   391.5   450.9   497.0   545.6   598.2   661.5   807.6  2059.6 17584.2  42412.0    42333
read      363.3   324.6   101.3   161.4   178.2   317.2   396.9   447.0   486.1   533.7   590.3   667.6   891.1  2791.8  9575.9  61414.8    61587
read      370.0   317.1   101.3   164.5   182.1   320.9   404.9   456.8   495.3   541.0   600.0   684.9   927.9  2992.1 12264.4  78032.2    77998
read      356.5   314.2   101.3   162.8   180.7   311.3   386.7   433.0   468.1   509.6   564.3   645.6   877.6  3382.4  8146.1  97446.5    97625
read      420.3   544.7   101.3   163.0   181.2   344.0   457.7   513.5   553.7   613.2   701.8   825.6  1121.0  8040.0 25344.4  23740.2    23781
read      413.7   544.2   101.3   163.0   181.2   320.2   403.8   459.0   503.0   559.4   634.1   820.1  1887.4  6999.5 19252.6  66594.2    66723
read      359.9   254.9   101.3   155.7   172.4   311.7   412.2   472.9   512.5   551.4   593.5   648.5   840.1  2451.3  7927.6  31009.2    31016
read      354.8   246.1    93.8   155.3   172.3   309.6   388.7   443.5   487.4   537.3   592.8   662.9   820.0  2189.7  8054.3  47464.0    47394
read      353.4   305.4    93.8   160.4   177.6   305.8   381.4   426.9   461.2   503.0   556.7   641.6   942.3  3914.8  9066.7  95350.0    95335
read      436.8  1298.2   118.1   198.4   221.4   320.4   354.4   373.8   391.4   411.7   439.9   502.9  2865.2 29997.9 32282.1   5276.2     5252
read      401.5   438.7   101.3   161.7   179.3   316.6   402.8   461.0   507.5   567.8   648.4   876.5  1672.5  3861.0 13628.4  65688.8    65908
read      422.7   620.4   101.3   169.9   190.2   367.9   457.3   505.7   542.0   588.0   646.8   734.3   990.4  9985.3 31167.4  16895.5    16889
read      376.0   452.9   101.3   154.2   171.4   312.9   399.5   460.5   506.8   557.0   613.5   698.9  1182.8  4276.8 15056.6  42858.2    42912
read      359.8   354.6    93.8   162.0   180.1   309.8   386.4   432.4   466.9   508.7   565.6   655.7   960.3  3763.9 12434.1 100142.0    99898
read      415.4   649.0   101.3   157.9   175.4   330.1   446.9   508.6   547.7   593.6   664.0   803.2  1164.9  9795.6 30324.7  26412.0    26385
read      482.6   746.9   101.3   168.5   188.7   381.7   505.9   581.2   643.9   724.8   814.7   933.5  1357.0 11447.5 31131.2  22736.8    22616
read      376.2   329.3   101.3   157.4   174.9   315.5   397.0   455.0   501.0   553.7   615.7   704.8  1357.1  3459.5 10546.4  50711.2    50605
read      361.9   327.2    93.8   162.6   180.4   315.5   394.5   442.6   478.7   522.4   579.0   665.6   897.3  3840.7 11052.8  90373.5    90283
read      412.2   389.2    93.8   161.7   179.7   339.0   460.4   524.2   568.8   628.0   727.3   862.6  1092.9  2974.2 14967.2  26315.2    26273
read      389.6   486.3    93.8   156.5   174.0   312.6   395.0   454.8   502.6   558.1   621.1   727.0  1519.0  6646.9 18349.5  48617.0    48521
read      348.8   248.5   101.3   152.8   168.7   299.2   392.0   455.8   499.3   541.1   584.2   635.9   780.3  2451.5  9415.9  34156.0    34058
read      360.8   298.3    93.8   161.8   178.7   314.7   396.4   446.4   483.1   527.2   583.2   664.0   892.2  3173.5  9225.5  75716.5    75648
read      442.4   697.2   101.3   170.5   189.1   364.0   464.6   520.2   564.0   626.7   708.9   816.1  1222.8  9617.0 30821.4  19437.2    19482
read      493.1  1280.6   109.4   177.5   197.6   376.5   468.7   527.1   569.5   614.8   665.7   742.2  1983.0 26679.8 35126.4  14999.5    15054
read      396.6   483.1    93.8   161.8   179.3   318.2   400.6   453.6   494.5   544.1   609.3   728.8  1754.7  5410.2 15938.6  75754.5    75754
read      433.4  1261.7   118.1   198.7   223.0   324.3   358.7   376.5   392.3   410.9   441.0   511.8  2867.5 26966.8 32336.9   5221.5     5187
read      503.3  1156.1   101.3   174.8   194.7   381.7   485.0   548.5   598.4   653.3   718.3   817.1  1995.2 13812.0 38588.7  17663.2    17656
read      421.0   595.4   101.3   167.7   188.0   335.7   420.6   473.7   515.2   564.9   630.9   775.5  1829.2  8231.5 30748.7  96196.0    96343
read      351.5   243.0   101.3   153.8   170.0   304.4   392.4   454.5   499.1   544.0   590.9   648.4   789.5  2108.7  9185.8  36875.2    36665
read      350.2   369.7    93.8   158.2   175.0   303.2   381.6   429.9   465.8   507.9   561.4   637.8   807.6  3797.6 13828.4  85383.2    85269
read      354.4   254.0   101.3   153.7   170.0   306.0   403.8   466.4   506.8   546.5   589.2   641.7   799.2  2231.3  8575.3  31604.8    31525
read      358.4   245.1    93.8   159.6   176.6   315.2   393.2   442.6   481.9   529.8   586.2   661.1   900.7  2688.0  6682.6  61785.8    61798
read      435.6   790.8   109.4   180.2   201.2   367.1   436.3   478.9   512.7   551.7   602.3   680.8  1497.8  9260.7 35182.8  12248.2    12253
read      444.9   746.3    93.8   163.1   182.1   350.4   472.6   537.5   586.7   654.1   744.2   870.2  1186.1 10571.8 31677.2  25684.8    25710
read      359.0   298.0    93.8   161.3   178.2   311.1   390.4   439.1   476.0   521.3   578.5   658.9   940.7  2748.0  9029.2  79903.0    79937
read      404.0   980.9   127.6   189.8   211.8   333.4   374.8   400.6   420.4   443.4   474.8   533.1  1423.2 11003.2 37497.6   7341.5     7271
read      399.4   494.8   101.3   164.5   182.9   322.7   406.1   458.1   497.4   545.2   611.8   731.6  1742.8  5924.3 18929.8  85594.8    85861
read      358.4   238.3   101.3   164.8   182.5   314.6   393.1   440.2   476.5   520.4   576.1   660.5   869.6  2645.1  8545.9  91567.0    91467
read      355.0   320.5   101.3   160.9   177.2   309.8   390.4   438.4   474.7   519.3   575.7   650.3   836.8  2873.8  7944.8  72400.2    72217
read      367.1   518.3   101.3   155.2   171.5   304.4   401.7   465.2   505.8   545.1   587.0   639.6   869.6  5438.2 27394.8  31185.0    31080
read      362.5   512.8   101.3   162.2   179.2   313.8   394.3   443.6   481.2   527.2   583.7   667.2   891.8  3607.9 11795.0  76852.5    76878
read      367.3   359.9    93.8   163.1   180.5   315.2   396.7   446.1   483.2   527.9   585.2   669.7   926.6  4185.9 10144.8  84248.8    84584
read      413.6   777.0   109.4   180.0   200.5   356.6   419.0   453.0   477.8   508.4   558.0   637.1   989.6 11806.7 32520.4  12524.0    12492
read      388.1   681.2   101.3   156.7   173.8   307.5   383.4   436.1   481.1   536.2   600.2   689.4  1589.1  9401.8 31686.6  56945.2    57106
read      359.4   329.0   101.3   161.1   178.5   307.2   382.8   430.2   465.1   507.1   562.5   650.5  1298.5  3540.4  9603.8  96693.8    96245
read      413.0  1004.6   109.4   186.7   208.9   328.5   367.5   390.7   407.1   428.7   458.4   518.0  2756.6 11339.3 32901.6   6774.8     6791
read      397.6   612.8   101.3   162.7   180.8   317.4   399.3   450.7   489.7   538.3   603.7   725.2  1751.1  5378.8 17363.2  90610.5    90728
read      400.5  1012.5   109.4   195.0   218.1   316.0   350.9   370.0   385.1   402.2   432.4   504.7  2761.3 12674.2 32510.7   5126.2     5151
read      424.9   796.0    93.8   162.5   181.1   324.2   406.9   459.5   498.4   545.8   608.7   719.4  1950.3 10028.5 31657.2  82785.8    82969
read      357.9   380.6    93.8   153.1   169.5   308.4   391.0   445.7   487.2   533.9   585.5   650.8   836.3  4275.0 12915.5  42502.8    42635
read      351.3   564.9   101.3   160.4   177.7   305.3   379.6   426.0   461.0   502.7   555.2   636.8   860.0  3535.7  8088.9  99163.2    99337
read      358.0   402.9   101.3   161.2   178.7   307.3   384.0   430.6   465.1   506.7   560.8   640.8   902.9  4776.5 12426.5  95172.0    95192
read      355.8   331.5   101.3   158.7   175.3   311.0   388.6   435.8   472.8   518.4   574.6   648.6   861.9  2615.8 12754.1  69260.0    69200
read      355.3   399.9    93.8   154.2   170.9   307.5   386.3   436.3   476.6   525.6   581.5   648.5   839.0  3002.9 15377.6  49351.5    49459
read      409.5   352.7   101.3   159.0   176.9   330.2   449.9   519.1   570.5   637.3   743.3   887.8  1168.0  2853.7 10184.6  29077.0    29055
read      366.5   301.8   101.3   160.7   177.6   318.2   400.2   450.4   488.3   533.9   590.6   674.9  1118.6  2814.5  8587.7  64336.0    64324
read      452.0  1339.8   118.1   195.2   220.3   326.3   362.9   383.9   399.4   420.7   451.5   527.6  3409.6 28015.3 39589.4   5691.2     5705
read      387.8   447.2    93.8   158.3   176.1   311.6   393.0   444.9   484.2   531.6   593.2   711.2  1720.2  5398.1 14886.6  84684.8    84816
read      443.4   849.8   101.3   156.9   174.7   343.4   454.6   514.6   563.1   633.7   726.5   848.2  1399.7 11447.5 36509.0  23848.8    23714
read      385.7   545.3   101.3   157.8   175.4   310.2   390.3   440.7   478.9   526.3   588.7   696.7  1582.1  6963.8 27702.3  74262.0    74116
read      439.3   767.4   101.3   163.2   181.8   362.8   464.3   518.2   559.9   616.6   692.3   806.5  1156.6 11544.3 31531.2  20018.2    19948
read      382.9   553.5   101.3   154.4   171.3   305.2   389.3   450.2   496.6   548.7   610.7   737.2  1401.9  6985.1 22742.8  44142.5    44213
read      454.0   851.1   101.3   163.0   181.5   365.7   467.8   531.0   581.1   637.5   702.7   798.0  1281.7 11532.0 31942.4  19575.8    19454
read      503.3  1615.2   118.1   183.7   208.5   341.0   389.6   416.4   435.1   459.0   490.4   551.7  5423.8 31213.2 37260.2   7217.2     7190
read      390.7   465.7   101.3   155.5   173.3   311.0   395.6   453.2   498.4   552.0   623.8   816.7  1514.3  5492.7 12722.4  47553.0    47657
read      354.8   226.4    93.8   155.3   172.1   312.3   392.5   445.8   486.8   534.4   587.7   659.1   876.3  2062.7  6824.9  44444.8    44399
read      436.5  1203.6   118.1   188.4   212.3   327.7   369.2   393.5   411.4   433.1   465.0   530.4  2762.2 20427.5 32265.8   6522.5     6481
read      470.8  1579.9   118.1   188.6   212.4   326.7   366.2   388.7   404.0   425.8   455.6   521.4  3852.9 32062.6 37635.7   5883.2     5807
read      469.1   785.1   101.3   166.6   187.7   339.4   429.7   486.0   530.3   588.7   691.5  1332.4  2188.6 10624.8 31878.9  82947.0    83137
read      403.6   777.3   109.4   176.1   199.7   342.5   395.7   426.1   448.8   474.9   508.6   561.8  1522.3  9340.1 31563.7   9476.8     9580
read      420.2   669.1    93.8   156.8   174.4   319.0   422.4   491.9   541.8   601.0   691.4   950.0  1410.8 10838.7 31193.4  37286.2    37385
read      354.6   277.7    93.8   153.0   169.5   305.5   396.9   456.8   497.2   537.8   582.0   639.0   842.3  3184.8  9058.4  33687.8    33706
read      352.5   366.4    93.8   151.4   167.3   302.8   389.5   446.9   487.5   530.1   576.2   634.3   793.5  4520.9 12412.9  35385.5    35204
read      351.6   276.3   101.3   153.1   169.8   310.2   388.2   437.6   477.1   524.1   577.6   645.7   854.2  2467.9  8538.3  50402.5    50438
read      353.8   325.7   101.3   153.7   170.3   305.6   383.6   436.7   480.7   531.3   587.2   654.4   801.7  3737.2 13004.7  48924.5    48878
read      349.8   324.4   101.3   152.0   168.3   303.6   384.1   440.0   483.3   530.1   580.6   640.7   779.4  3408.5 11512.5  42602.0    42682
read      417.1   462.6   101.3   158.5   176.7   337.7   462.9   528.9   577.8   644.6   738.8   865.6  1123.0  6062.2 14530.1  27293.2    27416
read      378.9   408.7   101.3   158.1   175.5   311.8   391.8   443.0   484.8   536.7   603.6   716.4  1547.5  3488.6 12579.6  64529.0    64424
read      359.8   375.6   101.3   158.1   174.9   310.9   389.6   437.2   474.0   519.9   576.9   653.9   884.4  4945.3 11716.9  64336.2    64364
read      413.6  1129.6   118.1   189.5   215.8   320.9   356.8   375.2   390.9   408.1   435.0   496.9  2573.5 17198.3 37240.4   5571.8     5481
read      480.3   905.4   101.3   163.2   182.2   354.6   485.3   567.2   640.2   725.1   812.7   933.7  1401.3 12075.2 31927.5  26007.2    26227
read      433.7   505.6   101.3   161.6   179.8   343.1   470.4   542.9   606.6   689.0   784.2   906.3  1176.8  7031.6 16066.7  26688.2    26586
read      379.2   646.7   101.3   159.3   176.9   308.5   388.1   436.0   471.7   513.7   568.0   652.0  1389.6  8663.9 31270.5  86427.5    86286
read      437.3   701.9   109.4   162.2   179.9   347.4   464.4   528.5   577.9   646.1   740.6   862.4  1179.1  9715.3 31543.5  24425.2    24452
read      457.3   745.1    93.8   162.1   180.7   345.5   475.2   552.2   622.3   707.8   799.0   922.4  1285.2 10584.0 36614.6  26906.8    26832
read      445.3   596.7    93.8   161.2   179.4   340.4   470.1   545.8   611.2   705.7   816.2   953.7  1263.8  8347.6 28831.9  29689.8    29795
read      369.2   520.5   101.3   153.1   169.6   305.3   384.2   437.9   482.6   533.4   589.4   680.0  1262.5  4909.4 28753.9  46101.5    46224
read      348.9   241.3    93.8   157.5   174.6   304.2   382.5   429.8   465.0   506.8   560.0   638.8   872.7  2822.5  5904.8  84772.0    84587
read      351.1   446.0    93.8   154.0   170.4   305.7   381.0   425.8   461.0   504.1   558.5   631.4   800.9  5594.5 20015.9  63290.2    63389
read      346.2   330.9    93.8   151.6   167.8   303.9   379.7   430.7   470.5   518.7   570.8   634.1   776.4  2145.9 13621.6  47065.0    46953
read      349.4   349.7   101.3   159.3   176.2   304.9   382.5   429.5   464.7   505.6   558.2   635.5   801.5  3827.5 10134.6  90748.8    90536
read      447.4  1034.5   101.3   174.7   196.2   363.6   436.2   479.3   510.6   547.0   591.9   654.3  1066.0 13359.8 32268.7  12424.0    12508
read      409.5   818.2   101.3   155.0   172.2   308.3   406.2   477.1   526.1   576.1   633.8   777.5  1385.9 10628.4 36795.6  38588.5    38491
read      355.0   276.7   101.3   163.0   180.9   306.2   382.5   428.7   463.2   504.4   556.0   639.1  1162.6  2716.8  9163.4  97863.0    97806
read      443.7  1051.5   109.4   182.4   202.7   357.6   423.1   462.8   492.7   528.0   572.7   638.0  1674.0 13432.9 37409.8  11873.5    11813
read      405.6   550.7   101.3   157.9   175.5   312.9   408.4   478.7   529.7   583.9   653.3   889.5  1372.9  7583.3 30162.4  39508.8    39665
read      349.5   278.6   101.3   156.2   172.9   307.4   379.9   428.0   467.9   518.9   575.1   641.0   798.3  2696.9 10521.8  53570.8    53571
read      356.6   355.3   101.3   159.5   176.0   312.7   390.1   437.7   475.9   524.0   580.3   653.2   841.8  2291.0 14161.7  63214.0    63215
read      347.1   203.3    93.8   159.4   176.5   309.4   389.3   436.0   472.7   516.2   570.6   642.4   787.8  1445.8  7622.9  78563.5    78767
read      348.0   429.6   109.4   189.1   209.1   327.4   363.1   380.9   393.6   407.1   426.3   458.0   611.7  7720.3 16078.2   8694.8     8615
read      344.9   215.9    93.8   158.2   175.1   310.9   387.6   434.0   469.4   513.6   565.9   633.6   747.6  1140.9  9243.7  67828.5    67903
read      358.2   332.9   101.3   170.6   189.6   342.0   413.9   446.2   466.6   488.8   512.6   548.9   635.6  3037.1 14736.4  16472.2    16398
read      347.0   203.7    93.8   156.5   173.8   311.8   388.6   438.8   479.4   528.1   581.3   639.3   738.2  1025.4  7426.3  53485.2    53434
read      351.4   270.9   101.3   153.7   170.5   309.1   396.0   458.1   501.9   544.7   588.1   638.3   729.8  1419.8 12218.0  37970.5    38068
read      359.3   476.3   109.4   191.0   211.4   342.7   382.7   401.1   415.2   430.5   452.0   485.9   613.5  5199.2 23523.4   9121.8     9130
read      350.1   231.5    93.8   159.3   176.0   314.7   394.3   443.0   479.8   525.0   579.0   646.8   760.0  1051.7  9360.5  68919.0    69227
read      347.7   247.3   101.3   154.3   170.7   304.0   390.5   451.7   494.8   538.4   582.4   633.1   724.9  2088.6 10906.0  37549.0    37496
read      342.8   178.2    93.8   160.9   177.6   308.8   386.9   433.0   467.0   507.4   558.6   632.0   767.5  1011.3  4321.4  83913.2    83925
read      346.8   215.2    93.8   156.7   173.8   313.4   388.1   436.8   477.1   524.9   577.1   635.6   730.2   962.6  8399.1  51025.0    51037
read      350.2   294.0   101.3   154.6   171.1   305.6   397.6   458.6   499.2   538.8   579.5   628.9   717.8  2336.1 13113.8  33563.2    33690
read      345.5   210.1    93.8   156.8   173.9   309.9   383.3   434.0   476.3   525.8   579.3   639.3   733.2  1124.7  7751.9  51240.8    51474
read      346.4   226.2   101.3   160.2   176.7   310.6   388.8   435.1   471.7   516.8   571.1   639.9   748.0  1061.3 11194.6  73629.8    73708
read      347.6   217.1   101.3   163.8   181.7   312.1   387.2   431.9   465.5   505.7   557.0   633.4   796.0  1308.6  8337.4  98802.0    98618
read      346.8   223.0   101.3   161.3   178.1   310.8   388.8   434.9   469.7   512.0   565.3   637.5   771.6  1059.0  9575.6  82028.8    81977
read      343.5   211.6   101.3   162.2   179.4   308.6   384.6   430.1   464.3   504.7   556.3   630.1   766.1  1000.4  7922.1  91900.8    91567
read      349.9   217.6   101.3   156.2   173.1   311.3   389.4   443.3   487.1   538.1   591.7   651.3   744.1  1007.6  8528.0  48162.5    48236
